Cat_ID_timepoint,Cat_ID,Owner_ID,timepoint,date,dob,Age_years,Breed,breed,Sex,neuter_status,weight,BCS,MCS_combined,Heart_murmur,HM_grade,HM_at_least_once,HR,CKD,CKD_IRIS,CKD_over.study,Hypertension,hypertensive_over.study,Diabetes_mellitus,diabetes_over.study,Hyperthyroidism,hyperthyroid_over.study,oe.abnormalities_Yes_no_incomplete,oe.abnormality_score,oe_abnormalities_over_study,Dental_disease,dental_dz_over_study,Neoplasia,neoplasia_over.study,FIV.Y.N.,Medications,log_sbp,SBP,Healthy_visit,Overall_health_status
Cat144_0.5,Cat144,Own112,0.5,09/04/2019,22/08/2010,8.629705681,Pedigree,Ocicat,Female,Yes,3.68,5,26,Yes,2,Yes,180,No,NA,No,No,No,No,No,No,No,Incomplete_OE,NA,1,Yes,1,No,No,No,NA,4.804021045,122,Yes,Not_Healthy
Cat145_0,Cat145,Own113,0,18/10/2018,08/08/2010,8.194387406,Non-pedigree,DLH,Male,Yes,6.84,8,30,No,0,No,198,No,0,No,No,No,No,No,No,No,Yes,1,1,Yes,1,No,Yes,No,NA,4.727387819,113,No,Not_Healthy
Cat145_0.5,Cat145,Own113,0.5,30/04/2019,08/08/2010,8.725530459,Non-pedigree,DLH,Male,Yes,7.04,8,30,No,0,No,168,No,NA,No,No,No,No,No,No,No,Incomplete_OE,NA,1,No,1,No,Yes,No,NA,4.964242255,143.2,Yes,Not_Healthy
Cat145_1,Cat145,Own113,1,06/11/2019,08/08/2010,9.245722108,Non-pedigree,DLH,Male,Yes,6.98,8,30,No,0,No,190,No,0,No,No,No,No,No,No,No,Yes,4,1,No,1,No,Yes,No,NA,4.905274778,135,Yes,Not_Healthy
Cat145_3.5,Cat145,Own113,3.5,24/05/2022,08/08/2010,11.79192334,Non-pedigree,DLH,Male,Yes,6.91,8,30,No,0,No,210,No,0,No,No,No,No,No,No,No,Yes,2,1,No,1,No,Yes,No,NA,4.909709376,135.6,No,Not_Healthy
Cat146_0,Cat146,Own114,0,23/10/2018,01/07/2011,7.312799452,Non-pedigree,DMH,Male,Yes,7.01,8,NA,No,0,No,144,No,0,No,No,No,No,No,No,No,Incomplete_OE,NA,0,No,0,No,No,No,NA,4.882801923,132,Yes,Healthy
Cat146_0.5,Cat146,Own114,0.5,11/04/2019,01/07/2011,7.778234086,Non-pedigree,DMH,Male,Yes,6.4,8,30,No,0,No,172,No,NA,No,No,No,No,No,No,No,Incomplete_OE,NA,0,No,0,No,No,No,NA,4.736198448,114,Yes,Healthy
Cat146_1,Cat146,Own114,1,10/10/2019,01/07/2011,8.27652293,Non-pedigree,DMH,Male,Yes,6.61,7,NA,No,0,No,NA,No,NA,No,NA,No,No,No,No,No,Incomplete_OE,NA,0,No,0,No,No,No,NA,NA,NA,Yes,Healthy
Cat146_3,Cat146,Own114,3,30/11/2021,01/07/2011,10.41752225,Non-pedigree,DMH,Male,Yes,7.7,8,30,No,0,No,152,No,0,No,No,No,No,No,No,No,Incomplete_OE,NA,0,No,0,No,No,No,NA,4.86753445,130,Yes,Healthy
Cat147_0,Cat147,Own115,0,23/10/2018,01/06/2010,8.394250513,Non-pedigree,DSH,Female,Yes,3.8,7,30,No,0,Yes,198,No,0,Yes,No,No,No,No,No,No,Yes,NA,1,Yes,1,No,No,No,NA,4.700480366,110,Yes,Not_Healthy
Cat147_0.5,Cat147,Own115,0.5,11/04/2019,01/06/2010,8.859685147,Non-pedigree,DSH,Female,Yes,4.04,6,27,No,0,Yes,216,No,NA,Yes,No,No,No,No,No,No,Incomplete_OE,NA,1,Yes,1,No,No,No,NA,4.836281907,126,No,Not_Healthy
Cat147_1,Cat147,Own115,1,17/10/2019,01/06/2010,9.377138946,Non-pedigree,DSH,Female,Yes,3.97,7,30,No,0,Yes,222,No,0,Yes,No,No,No,No,No,No,Yes,1,1,No,1,No,No,No,NA,4.700480366,110,Yes,Not_Healthy
Cat147_2,Cat147,Own115,2,15/10/2020,01/06/2010,10.37371663,Non-pedigree,DSH,Female,Yes,4.48,8,26,No,0,Yes,180,No,0,Yes,No,No,No,No,No,No,Yes,NA,1,No,1,No,No,No,NA,4.905274778,135,Yes,Not_Healthy
Cat147_3,Cat147,Own115,3,20/10/2021,01/06/2010,11.38672142,Non-pedigree,DSH,Female,Yes,4.43,7,22,No,0,Yes,240,No,0,Yes,No,No,No,No,No,No,Yes,2,1,No,1,No,No,No,NA,5.017279837,151,Yes,Not_Healthy
Cat147_4,Cat147,Own115,4,19/10/2022,01/06/2010,12.38329911,Non-pedigree,DSH,Female,Yes,4.32,8,21,No,0,Yes,152,No,0,Yes,No,No,No,No,No,No,Yes,2,1,Yes,1,No,No,No,NA,4.888844237,132.8,Yes,Not_Healthy
Cat147_4.5,Cat147,Own115,4.5,24/04/2023,01/06/2010,12.89527721,Non-pedigree,DSH,Female,Yes,4.29,7,20,Yes,2,Yes,210,No,0,Yes,No,No,No,No,No,No,Yes,2,1,Yes,1,No,No,No,No,5.068904202,159,Yes,Not_Healthy
Cat147_5,Cat147,Own115,5,10/10/2023,01/06/2010,13.35797399,Non-pedigree,DSH,Female,Yes,3.76,6,18,Yes,3,Yes,190,No,2,Yes,No,No,No,No,No,No,Yes,7,1,Yes,1,NA,No,NA,No,4.995860009,147.8,No,Not_Healthy
Cat148_0,Cat148,Own116,0,30/10/2018,03/07/2011,7.326488706,Non-pedigree,DSH,Female,Yes,6.21,8,30,Yes,2,Yes,192,No,0,No,No,No,No,No,No,No,No,0,0,Yes,1,No,No,No,NA,4.882801923,132,No,Not_Healthy
Cat148_0.5,Cat148,Own116,0.5,30/04/2019,03/07/2011,7.82477755,Non-pedigree,DSH,Female,Yes,6.08,8,30,Yes,2,Yes,224,No,NA,No,No,No,No,No,No,No,Incomplete_OE,NA,0,Yes,1,No,No,No,NA,4.799090879,121.4,No,Not_Healthy
Cat148_1,Cat148,Own116,1,05/11/2019,03/07/2011,8.342231348,Non-pedigree,DSH,Female,Yes,6.72,9,30,Yes,3,Yes,216,No,0,No,No,No,No,No,No,No,No,0,0,Yes,1,No,No,No,NA,4.86753445,130,No,Not_Healthy
Cat149_0,Cat149,Own117,0,31/10/2018,02/09/2011,7.162217659,Non-pedigree,DSH,Male,Yes,5.21,6,28,Yes,3,Yes,192,No,0,No,No,No,No,No,No,No,Yes,NA,1,No,1,No,No,No,NA,4.912654886,136,Yes,Healthy
Cat149_0.5,Cat149,Own117,0.5,09/04/2019,02/09/2011,7.600273785,Non-pedigree,DSH,Male,Yes,5.24,6,30,No,0,Yes,196,No,NA,No,No,No,No,No,No,No,Incomplete_OE,NA,1,Yes,1,No,No,No,NA,5.017279837,151,Yes,Healthy
Cat149_1,Cat149,Own117,1,03/10/2019,02/09/2011,8.084873374,Non-pedigree,DSH,Male,Yes,5.07,5,30,Yes,2,Yes,204,No,0,No,No,No,No,No,No,No,Yes,NA,1,Yes,1,No,No,No,NA,4.795790546,121,Yes,Healthy
Cat149_2,Cat149,Own117,2,01/10/2020,02/09/2011,9.081451061,Non-pedigree,DSH,Male,Yes,5.14,5,28,Yes,2,Yes,186,No,0,No,No,No,No,No,No,No,Incomplete_OE,NA,1,Yes,1,No,No,No,NA,4.907494535,135.3,Yes,Healthy
Cat149_3,Cat149,Own117,3,20/10/2021,02/09/2011,10.13278576,Non-pedigree,DSH,Male,Yes,5.41,6,22,Yes,4,Yes,160,No,0,No,No,No,No,No,No,No,Yes,9,1,Yes,1,No,No,No,NA,5.017279837,151,No,Healthy
Cat149_3.5,Cat149,Own117,3.5,28/04/2022,02/09/2011,10.65297741,Non-pedigree,DSH,Male,Yes,5.69,7,22,Yes,2,Yes,168,No,0,No,No,No,No,No,No,No,Yes,11,1,No,1,No,No,No,NA,5.036952602,154,Yes,Healthy
Cat149_4,Cat149,Own117,4,27/10/2022,02/09/2011,11.15126626,Non-pedigree,DSH,Male,Yes,5.85,7,24,Yes,3,Yes,180,No,NA,No,No,No,No,No,No,No,Yes,7,1,No,1,No,No,No,NA,4.768988271,117.8,Yes,Healthy
Cat149_4.5,Cat149,Own117,4.5,24/04/2023,02/09/2011,11.64134155,Non-pedigree,DSH,Male,Yes,5.97,7,23,Yes,2,Yes,188,No,0,No,No,No,No,No,No,No,Yes,9,1,Yes,1,No,No,No,No,5.036952602,154,Yes,Healthy
Cat150_0,Cat150,Own115,0,31/10/2018,01/06/2010,8.41615332,Non-pedigree,DSH,Male,Yes,4.48,5,30,Yes,1,Yes,180,No,0,No,No,No,No,No,No,No,Yes,1,1,Yes,1,No,No,No,NA,4.553876892,95,Yes,Not_Healthy
Cat150_0.5,Cat150,Own115,0.5,11/04/2019,01/06/2010,8.859685147,Non-pedigree,DSH,Male,Yes,4.58,6,30,No,0,Yes,220,No,NA,No,No,No,No,No,No,No,Incomplete_OE,NA,1,No,1,No,No,No,NA,4.709530201,111,Yes,Not_Healthy
Cat150_1,Cat150,Own115,1,17/10/2019,01/06/2010,9.377138946,Non-pedigree,DSH,Male,Yes,4.41,5,30,Yes,1,Yes,234,No,0,No,No,No,No,No,No,No,No,0,1,No,1,No,No,No,NA,4.727387819,113,Yes,Not_Healthy
Cat150_2,Cat150,Own115,2,15/10/2020,01/06/2010,10.37371663,Non-pedigree,DSH,Male,Yes,5.43,7,30,No,0,Yes,240,No,0,No,No,No,No,No,No,No,No,0,1,Yes,1,No,No,No,NA,4.781641329,119.3,No,Not_Healthy
Cat150_3,Cat150,Own115,3,20/10/2021,01/06/2010,11.38672142,Non-pedigree,DSH,Male,Yes,5.71,8,20,No,0,Yes,200,No,0,No,No,No,No,No,No,No,Yes,4,1,Yes,1,No,No,No,NA,4.718498871,112,No,Not_Healthy
Cat150_4,Cat150,Own115,4,19/10/2022,01/06/2010,12.38329911,Non-pedigree,DSH,Male,Yes,5.52,8,22,No,0,Yes,220,No,0,No,No,No,No,No,No,No,Yes,4,1,Yes,1,No,No,No,None,4.96144505,142.8,Yes,Not_Healthy
Cat150_4.5,Cat150,Own115,4.5,24/04/2023,01/06/2010,12.89527721,Non-pedigree,DSH,Male,Yes,5.63,8,23,No,0,Yes,216,No,0,No,No,No,No,No,No,No,Yes,7,1,Yes,1,No,No,No,None,4.950177325,141.2,No,Not_Healthy
Cat150_5,Cat150,Own115,5,10/10/2023,01/06/2010,13.35797399,Non-pedigree,DSH,Male,Yes,5.2,7,19,No,0,Yes,216,No,0,No,No,No,No,No,No,No,Yes,8,1,Yes,1,No,No,No,None,4.905274778,135,No,Not_Healthy
Cat151_0,Cat151,Own118,0,13/11/2018,25/10/2011,7.052703628,Non-pedigree,DSH,Female,Yes,3.14,5,30,Yes,1,Yes,180,No,0,No,No,No,No,No,No,No,No,0,0,No,0,No,No,No,NA,4.49980967,90,Yes,Healthy
Cat152_0,Cat152,Own119,0,14/11/2018,01/11/2011,7.036276523,Non-pedigree,DSH,Male,unknown,6.04,8,30,No,0,Yes,168,No,NA,No,No,Yes,No,No,No,No,Incomplete_OE,NA,1,Yes,1,No,No,No,NA,4.882801923,132,Yes,Not_Healthy
Cat152_0.5,Cat152,Own119,0.5,23/05/2019,01/11/2011,7.556468172,Non-pedigree,DSH,Male,unknown,6.36,9,30,No,0,Yes,180,No,NA,No,No,Yes,No,No,No,No,Incomplete_OE,NA,1,No,1,No,No,No,NA,4.86753445,130,Yes,Not_Healthy
Cat152_1,Cat152,Own119,1,14/11/2019,01/11/2011,8.03559206,Non-pedigree,DSH,Male,unknown,6.27,8,30,No,0,Yes,192,No,NA,No,NA,Yes,No,No,No,No,Incomplete_OE,NA,1,No,1,No,No,No,NA,NA,NA,Yes,Not_Healthy
Cat152_2,Cat152,Own119,2,05/11/2020,01/11/2011,9.013004791,Non-pedigree,DSH,Male,unknown,6.31,7,26,No,0,Yes,204,No,0,No,Yes,Yes,No,No,No,No,Incomplete_OE,NA,1,Yes,1,No,No,No,NA,5.075173815,160,Yes,Not_Healthy
Cat152_3,Cat152,Own119,3,17/11/2021,01/11/2011,10.04517454,Non-pedigree,DSH,Male,unknown,6.46,7,27,No,0,Yes,136,No,NA,No,Yes,Yes,No,No,No,No,Incomplete_OE,NA,1,Yes,1,No,No,No,NA,5.087596335,162,Yes,Not_Healthy
Cat152_3.5,Cat152,Own119,3.5,11/05/2022,01/11/2011,10.52429843,Non-pedigree,DSH,Male,unknown,6.28,7,28,Yes,2,Yes,180,No,0,No,Yes,Yes,No,No,No,No,Yes,6,1,No,1,No,No,No,NA,5.042133961,154.8,Yes,Not_Healthy
Cat152_4,Cat152,Own119,4,20/10/2022,01/11/2011,10.96783025,Non-pedigree,DSH,Male,unknown,6.17,7,27,No,0,Yes,196,No,NA,No,Yes,Yes,No,No,No,No,Incomplete_OE,NA,1,No,1,No,No,No,NA,5.090062428,162.4,Yes,Not_Healthy
Cat152_4.5,Cat152,Own119,4.5,17/04/2023,01/11/2011,11.45790554,Non-pedigree,DSH,Male,unknown,6.38,8,28,No,0,Yes,188,No,0,No,Yes,Yes,No,No,No,No,Yes,3,1,No,1,No,No,No,No,5.068904202,159,Yes,Not_Healthy
Cat152_5,Cat152,Own119,5,17/10/2023,01/11/2011,11.95893224,Non-pedigree,DSH,Male,unknown,6.38,8,24,Yes,2,Yes,208,No,0,No,Yes,Yes,No,No,No,No,Yes,6,1,Yes,1,No,No,No,NA,5.18178355,178,No,Not_Healthy
Cat153_0,Cat153,Own120,0,14/11/2018,01/05/2009,9.538672142,Non-pedigree,DLH,Male,Yes,4.98,6,30,Yes,1,Yes,168,No,0,No,No,No,No,No,No,No,Yes,4,1,No,1,No,No,No,NA,4.787491743,120,Yes,Healthy
Cat153_0.5,Cat153,Own120,0.5,19/06/2019,01/05/2009,10.13278576,Non-pedigree,DLH,Male,Yes,4.89,6,30,Yes,1,Yes,168,No,NA,No,No,No,No,No,No,No,Yes,4,1,No,1,No,No,No,NA,4.858260814,128.8,Yes,Healthy
Cat153_1,Cat153,Own120,1,04/12/2019,01/05/2009,10.5927447,Non-pedigree,DLH,Male,Yes,4.7,6,26,No,0,Yes,168,No,NA,No,No,No,No,No,No,No,Incomplete_OE,NA,1,Yes,1,No,No,No,NA,4.777020443,118.75,Yes,Healthy
Cat154_0,Cat154,Own121,0,29/11/2018,08/09/2008,10.22313484,Non-pedigree,DSH,Male,Yes,4.91,6,30,Yes,4,Yes,162,No,0,No,No,No,No,No,No,No,Yes,5,1,Yes,1,No,No,No,NA,5.010635294,150,No,Not_Healthy
Cat154_0.5,Cat154,Own121,0.5,04/07/2019,08/09/2008,10.81724846,Non-pedigree,DSH,Male,Yes,4.9,6,30,Yes,2,Yes,192,No,0,No,No,No,No,No,No,No,Yes,2,1,Yes,1,No,No,No,NA,4.86753445,130,Yes,Not_Healthy
Cat155_0,Cat155,Own122,0,13/12/2018,01/08/2011,7.367556468,Non-pedigree,DSH,Male,Yes,6.4,9,30,No,0,No,186,No,0,No,No,No,No,No,No,No,No,0,0,Yes,1,No,No,No,NA,4.983606622,146,Yes,Healthy
Cat155_0.5,Cat155,Own122,0.5,18/06/2019,01/08/2011,7.879534565,Non-pedigree,DSH,Male,Yes,6.27,NA,30,No,0,No,230,No,NA,No,No,No,No,No,No,No,Incomplete_OE,NA,0,Yes,1,No,No,No,NA,4.945918979,140.6,Yes,Healthy
Cat156_0,Cat156,Own122,0,13/12/2018,01/08/2011,7.367556468,Non-pedigree,DSH,Male,Yes,4.06,6,30,Yes,1,Yes,198,No,0,No,No,No,No,No,No,No,Yes,1,1,Yes,1,No,No,No,NA,4.882801923,132,No,Healthy
Cat156_0.5,Cat156,Own122,0.5,18/06/2019,01/08/2011,7.879534565,Non-pedigree,DSH,Male,Yes,4.06,6,30,No,0,Yes,200,No,NA,No,No,No,No,No,No,No,Incomplete_OE,NA,1,Yes,1,No,No,No,NA,4.790819533,120.4,Yes,Healthy
Cat157_0,Cat157,Own123,0,29/01/2019,01/07/2011,7.58110883,Pedigree,Ragdoll,Male,Yes,5.18,7,30,No,0,No,144,No,0,Yes,No,No,No,No,No,Yes,Yes,NA,1,Yes,1,No,No,No,NA,4.8978398,134,No,Not_Healthy
Cat157_0.5,Cat157,Own123,0.5,07/08/2019,01/07/2011,8.101300479,Pedigree,Ragdoll,Male,Yes,5.29,7,30,No,0,No,136,No,NA,Yes,No,No,No,No,NA,Yes,Incomplete_OE,NA,1,No,1,No,No,No,NA,4.792479284,120.6,No,Not_Healthy
Cat157_1,Cat157,Own123,1,28/01/2020,01/07/2011,8.577686516,Pedigree,Ragdoll,Male,Yes,5.18,7,30,No,0,No,192,No,0,Yes,No,No,No,No,No,Yes,Yes,NA,1,Yes,1,No,No,No,NA,4.941642423,140,Yes,Not_Healthy
Cat157_1.5,Cat157,Own123,1.5,21/07/2020,01/07/2011,9.056810404,Pedigree,Ragdoll,Male,Yes,5.37,7,30,No,0,No,168,No,NA,Yes,No,No,No,No,NA,Yes,NA,NA,1,No,1,No,No,No,NA,4.890349128,133,Yes,Not_Healthy
Cat157_2.5,Cat157,Own123,2.5,31/08/2021,01/07/2011,10.16837782,Pedigree,Ragdoll,Male,Yes,4.66,6,30,No,0,No,172,No,0,Yes,No,No,No,No,No,Yes,Yes,NA,1,Yes,1,No,No,No,NA,4.795790546,121,Yes,Not_Healthy
Cat157_3,Cat157,Own123,3,08/02/2022,01/07/2011,10.6091718,Pedigree,Ragdoll,Male,Yes,4.66,6,26,No,0,No,200,Yes,2,Yes,No,No,No,No,No,Yes,Yes,4,1,Yes,1,No,No,No,NA,5.049856007,156,No,Not_Healthy
Cat157_3.5,Cat157,Own123,3.5,01/09/2022,01/07/2011,11.17043121,Pedigree,Ragdoll,Male,Yes,4.52,5,22,No,0,No,168,Yes,1,Yes,No,No,No,No,Yes,Yes,Yes,6,1,Yes,1,No,No,No,NA,4.964242255,143.2,No,Not_Healthy
Cat158_0,Cat158,Own124,0,31/01/2019,21/07/2009,9.53045859,Non-pedigree,DSH,Male,Yes,6.83,7,30,Yes,3,Yes,180,No,0,No,No,No,Yes,Yes,No,No,Incomplete_OE,NA,0,Yes,1,No,No,No,Insulin,5.043425117,155,No,Not_Healthy
Cat158_0.5,Cat158,Own124,0.5,01/08/2019,21/07/2009,10.02874743,Non-pedigree,DSH,Male,Yes,5.46,5,NA,Yes,1,Yes,168,No,0,No,No,No,Yes,Yes,No,No,Incomplete_OE,NA,0,Yes,1,No,No,No,Insulin,4.994505912,147.6,No,Not_Healthy
Cat158_1,Cat158,Own124,1,21/01/2020,21/07/2009,10.50239562,Non-pedigree,DSH,Male,Yes,5.46,5,NA,No,0,Yes,186,No,0,No,No,No,Yes,Yes,No,No,Incomplete_OE,NA,0,Yes,1,No,No,No,Insulin,4.934473933,139,No,Not_Healthy
Cat158_1.5,Cat158,Own124,1.5,20/07/2020,21/07/2009,10.99794661,Non-pedigree,DSH,Male,Yes,NA,NA,NA,No,0,Yes,180,No,NA,No,NA,No,Yes,Yes,No,No,Incomplete_OE,NA,0,No,1,No,No,No,Insulin,NA,NA,No,Not_Healthy
Cat158_2.5,Cat158,Own124,2.5,13/07/2021,21/07/2009,11.97809719,Non-pedigree,DSH,Male,Yes,6.53,NA,NA,No,0,Yes,NA,No,0,No,NA,No,Yes,Yes,No,No,Incomplete_OE,NA,0,Yes,1,No,No,No,Insulin,NA,NA,No,Not_Healthy
Cat158_3,Cat158,Own124,3,25/01/2022,21/07/2009,12.51471595,Non-pedigree,DSH,Male,Yes,6.39,7,NA,NA,NA,Yes,NA,No,0,No,NA,No,Yes,Yes,No,No,Incomplete_OE,NA,0,No,1,No,No,No,Insulin,NA,NA,No,Not_Healthy
Cat158_3.5,Cat158,Own124,3.5,22/06/2022,21/07/2009,12.91991786,Non-pedigree,DSH,Male,Yes,NA,NA,NA,No,0,Yes,200,No,0,No,NA,No,Yes,Yes,No,No,Incomplete_OE,NA,0,No,1,No,No,No,Insulin,NA,NA,No,Not_Healthy
Cat158_4,Cat158,Own124,4,23/01/2023,21/07/2009,13.50855578,Non-pedigree,DSH,Male,Yes,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,No,Yes,Yes,No,No,NA,NA,0,NA,1,NA,No,NA,NA,NA,NA,No,Not_Healthy
Cat158_5,Cat158,Own124,5,25/01/2024,21/07/2009,14.51334702,Non-pedigree,DSH,Male,Yes,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,No,Yes,Yes,No,No,NA,NA,0,NA,1,NA,No,NA,Insulin,NA,NA,No,Not_Healthy
Cat159_0,Cat159,Own125,0,12/02/2019,19/01/2012,7.066392882,Pedigree,Persian,Male,Yes,5.26,7,30,No,0,No,168,No,0,No,No,No,No,No,No,No,Yes,3,1,Yes,1,No,No,No,?,4.941642423,140,No,Not_Healthy
Cat159_1,Cat159,Own125,1,18/02/2020,19/01/2012,8.082135524,Pedigree,Persian,Male,Yes,5.17,7,NA,No,0,No,NA,No,0,No,No,No,No,No,No,No,NA,NA,1,NA,1,NA,No,NA,?,5.049856007,156,No,Not_Healthy
Cat160_0,Cat160,Own126,0,12/02/2019,26/03/2009,9.883641342,Non-pedigree,DSH,Male,Yes,6.76,8,26,Yes,1,Yes,180,Yes,2,Yes,No,No,No,No,No,No,Yes,3,1,Yes,1,No,No,No,NA,4.927253685,138,No,Not_Healthy
Cat160_0.5,Cat160,Own126,0.5,17/09/2019,26/03/2009,10.47775496,Non-pedigree,DSH,Male,Yes,6.85,8,26,No,0,Yes,150,Yes,2,Yes,No,No,No,No,No,No,Yes,5,1,Yes,1,No,No,No,NA,4.762173935,117,No,Not_Healthy
Cat160_1,Cat160,Own126,1,18/02/2020,26/03/2009,10.89938398,Non-pedigree,DSH,Male,Yes,6.9,8,26,Yes,2,Yes,198,Yes,2,Yes,No,No,No,No,No,No,Yes,NA,1,Yes,1,No,No,No,NA,5.010635294,150,No,Not_Healthy
Cat161_0,Cat161,Own127,0,12/02/2019,14/08/2008,10.49691992,Non-pedigree,DSH,Female,Yes,2.86,4,20,Yes,2,Yes,240,No,0,No,No,No,No,No,Yes,Yes,Yes,4,1,Yes,1,No,No,No,NA,4.882801923,132,No,Not_Healthy
Cat161_0.5,Cat161,Own127,0.5,13/08/2019,14/08/2008,10.99520876,Non-pedigree,DSH,Female,Yes,3.14,5,26,No,0,Yes,216,No,0,No,No,No,No,No,Yes,Yes,Yes,NA,1,No,1,No,No,No,Thyroidectomy,4.799914263,121.5,No,Not_Healthy
Cat161_1,Cat161,Own127,1,18/02/2020,14/08/2008,11.51266256,Non-pedigree,DSH,Female,Yes,3.34,5,30,Yes,1,Yes,228,No,0,No,No,No,No,No,Yes,Yes,Yes,NA,1,Yes,1,No,No,No,Thyroidectomy,5.010635294,150,No,Not_Healthy
Cat162_0,Cat162,Own128,0,12/02/2019,15/08/2010,8.495550992,Non-pedigree,DLH,Female,Yes,4.56,7,30,No,0,Yes,174,No,0,No,No,No,No,No,No,No,No,0,1,No,1,No,No,No,NA,4.8978398,134,Yes,Healthy
Cat162_0.5,Cat162,Own128,0.5,13/08/2019,15/08/2010,8.993839836,Non-pedigree,DLH,Female,Yes,3.89,5,30,No,0,Yes,144,No,NA,No,No,No,No,No,No,No,Incomplete_OE,NA,1,Yes,1,No,No,No,NA,4.663439094,106,Yes,Healthy
Cat162_1,Cat162,Own128,1,18/02/2020,15/08/2010,9.511293634,Non-pedigree,DLH,Female,Yes,4.48,7,30,Yes,1,Yes,198,No,0,No,No,No,No,No,No,No,Yes,1,1,Yes,1,No,No,No,NA,4.86753445,130,Yes,Healthy
Cat163_0,Cat163,Own076,0,14/02/2019,16/01/2012,7.080082136,Non-pedigree,DSH,Female,Yes,3.39,6,30,No,0,No,180,No,0,No,No,No,No,No,No,No,Yes,1,1,Yes,1,No,No,No,NA,4.890349128,133,No,Healthy
Cat163_0.5,Cat163,Own076,0.5,01/08/2019,16/01/2012,7.540041068,Non-pedigree,DSH,Female,Yes,3.36,5,30,No,0,No,180,No,NA,No,No,No,No,No,No,No,Incomplete_OE,NA,1,Yes,1,No,No,No,NA,4.810557016,122.8,No,Healthy
Cat163_1,Cat163,Own076,1,28/01/2020,16/01/2012,8.032854209,Non-pedigree,DSH,Female,Yes,3.25,5,28,No,0,No,180,No,0,No,No,No,No,No,No,No,Yes,1,1,Yes,1,No,No,No,NA,4.86753445,130,No,Healthy
Cat163_1.5,Cat163,Own076,1.5,21/07/2020,16/01/2012,8.511978097,Non-pedigree,DSH,Female,Yes,3.25,NA,30,No,0,No,220,No,NA,No,No,No,No,No,No,No,NA,NA,1,Yes,1,No,No,No,NA,4.848900371,127.6,No,Healthy
Cat163_2.5,Cat163,Own076,2.5,13/07/2021,16/01/2012,9.489390828,Non-pedigree,DSH,Female,Yes,3.15,5,NA,No,0,No,NA,No,0,No,No,No,No,No,No,No,NA,NA,1,Yes,1,No,No,No,NA,4.813809051,123.2,No,Healthy
Cat163_3,Cat163,Own076,3,15/02/2022,16/01/2012,10.08350445,Non-pedigree,DSH,Female,Yes,3.83,6,30,No,0,No,196,No,0,No,No,No,No,No,No,No,Incomplete_OE,NA,1,Yes,1,No,No,No,NA,4.791649753,120.5,No,Healthy
Cat163_3.5,Cat163,Own076,3.5,31/08/2022,16/01/2012,10.62286105,Non-pedigree,DSH,Female,Yes,3.81,6,28,No,0,No,200,No,0,No,No,No,No,No,No,No,Yes,4,1,Yes,1,No,No,No,None,4.882801923,132,No,Healthy
Cat163_4,Cat163,Own076,4,07/02/2023,16/01/2012,11.06091718,Non-pedigree,DSH,Female,Yes,3.88,6,28,No,0,No,200,No,0,No,No,No,No,No,No,No,Yes,1,1,Yes,1,NA,No,No,NA,4.8978398,134,No,Healthy
Cat163_4.5,Cat163,Own076,4.5,31/08/2023,16/01/2012,11.62217659,Non-pedigree,DSH,Female,Yes,3.66,5,30,No,0,No,208,No,0,No,No,No,No,No,No,No,Yes,1,1,Yes,1,No,No,No,No,4.924350925,137.6,Yes,Healthy
Cat164_0,Cat164,Own129,0,20/02/2019,15/04/2011,7.852156057,Pedigree,Oriental,Female,Yes,3.46,5,30,No,0,No,198,No,0,No,No,No,No,No,No,No,Yes,NA,1,No,1,No,No,No,NA,4.94875989,141,Yes,Healthy
Cat164_0.5,Cat164,Own129,0.5,03/09/2019,15/04/2011,8.386036961,Pedigree,Oriental,Female,Yes,3.73,6,30,No,0,No,200,No,NA,No,No,No,No,No,No,No,Incomplete_OE,NA,1,Yes,1,No,No,No,NA,4.894850261,133.6,Yes,Healthy
Cat164_1,Cat164,Own129,1,11/02/2020,15/04/2011,8.826830938,Pedigree,Oriental,Female,Yes,3.87,6,30,No,0,No,186,No,0,No,No,No,No,No,No,No,Yes,2,1,Yes,1,No,No,No,NA,5.040194096,154.5,Yes,Healthy
Cat164_1.5,Cat164,Own129,1.5,01/10/2020,15/04/2011,9.464750171,Pedigree,Oriental,Female,Yes,4.1,7,30,No,0,No,188,No,NA,No,No,No,No,No,No,No,NA,NA,1,Yes,1,No,No,No,NA,5.08264583,161.2,Yes,Healthy
Cat164_2.5,Cat164,Own129,2.5,07/12/2021,15/04/2011,10.64750171,Pedigree,Oriental,Female,Yes,3.18,4,20,No,0,No,180,No,0,No,No,No,No,No,No,No,Yes,3,1,Yes,1,No,No,No,NA,5.062595033,158,Yes,Healthy
Cat165_0,Cat165,Own130,0,26/02/2019,01/08/2009,9.571526352,Non-pedigree,DSH,Female,Yes,4.48,7,30,Yes,1,Yes,174,No,0,No,No,No,No,No,No,No,Yes,1,1,Yes,1,No,No,No,NA,4.941642423,140,No,Not_Healthy
Cat165_0.5,Cat165,Own130,0.5,13/08/2019,01/08/2009,10.03148528,Non-pedigree,DSH,Female,Yes,4.43,7,30,No,0,Yes,228,No,0,No,No,No,No,No,No,No,Yes,NA,1,No,1,No,No,No,NA,4.882801923,132,Yes,Not_Healthy
